Date,Product_ID,Product_Name,Category,Warehouse,Opening_Stock,Units_Received,Units_Sold,Closing_Stock,Stockout_Flag,Lead_Time_Days,Supplier,Unit_Cost,Unit_Price
2024-06-27,P0036,Product_36,Grocery,Warehouse B,188,122,61,249,No,7,Supplier X,8.08,11.84
2024-06-19,P0038,Product_38,Furniture,Warehouse C,341,146,16,471,No,11,Supplier Y,60.69,95.72
2024-04-10,P0050,Product_50,Electronics,Warehouse C,101,124,19,206,No,9,Supplier X,57.61,74.21
2024-01-12,P0063,Product_63,Electronics,Warehouse C,336,187,2,521,No,6,Supplier X,37.93,67.6
2024-03-07,P0063,Product_63,Grocery,Warehouse B,338,32,142,228,No,2,Supplier Z,24.14,39.54
2024-03-05,P0062,Product_62,Furniture,Warehouse B,190,3,50,143,No,2,Supplier Y,81.72,110.33
2024-06-09,P0099,Product_99,Clothing,Warehouse C,195,2,135,62,No,9,Supplier X,10.12,16.54
2024-06-16,P0007,Product_7,Furniture,Warehouse C,474,90,140,424,No,10,Supplier Y,11.62,17.95
2024-03-14,P0027,Product_27,Grocery,Warehouse A,363,51,2,412,No,8,Supplier Y,46.85,59.29
2024-02-12,P0092,Product_92,Furniture,Warehouse A,233,27,72,188,No,14,Supplier X,28.99,37.89
2024-02-13,P0086,Product_86,Grocery,Warehouse A,201,69,104,166,No,14,Supplier Z,75.82,92.86
2024-01-29,P0014,Product_14,Grocery,Warehouse C,250,197,117,330,No,14,Supplier Y,65.25,109.98
2024-05-20,P0071,Product_71,Clothing,Warehouse C,177,182,33,326,No,9,Supplier X,78.39,120.02
2024-01-12,P0086,Product_86,Electronics,Warehouse C,336,56,136,256,No,4,Supplier Y,35.84,49.82
2024-04-04,P0005,Product_5,Grocery,Warehouse A,360,107,61,406,No,4,Supplier Z,75.35,96.13
2024-02-15,P0055,Product_55,Grocery,Warehouse B,302,143,119,326,No,2,Supplier Z,86.92,129.55
2024-05-09,P0002,Product_2,Clothing,Warehouse C,315,23,114,224,No,14,Supplier Z,37.8,57.27
2024-02-04,P0062,Product_62,Grocery,Warehouse B,237,196,12,421,No,10,Supplier X,37.29,60.45
2024-03-21,P0091,Product_91,Electronics,Warehouse B,435,168,68,535,No,1,Supplier X,90.5,161.27
2024-03-30,P0021,Product_21,Clothing,Warehouse B,279,76,76,279,No,10,Supplier Z,9.73,14.22
2024-01-08,P0079,Product_79,Electronics,Warehouse A,320,174,0,494,No,13,Supplier X,38.27,55.25
2024-04-02,P0021,Product_21,Electronics,Warehouse B,308,75,88,295,No,4,Supplier Z,16.27,23.14
2024-06-02,P0010,Product_10,Clothing,Warehouse C,348,68,46,370,No,10,Supplier X,7.75,13.15
2024-03-30,P0087,Product_87,Grocery,Warehouse A,464,100,3,561,No,10,Supplier Z,15.72,20.34
2024-06-10,P0058,Product_58,Electronics,Warehouse C,247,158,9,396,No,11,Supplier Y,45.97,64.65
2024-04-24,P0039,Product_39,Electronics,Warehouse C,372,91,27,436,No,8,Supplier Z,70.26,114.87
2024-04-14,P0005,Product_5,Electronics,Warehouse A,105,91,120,76,No,2,Supplier Z,32.48,39.28
2024-05-14,P0065,Product_65,Electronics,Warehouse C,368,29,125,272,No,13,Supplier X,85.72,117.75
2024-02-27,P0013,Product_13,Clothing,Warehouse C,252,17,133,136,No,12,Supplier X,46.57,73.81
2024-04-23,P0085,Product_85,Clothing,Warehouse A,320,43,139,224,No,11,Supplier X,96.98,127.2
2024-03-15,P0090,Product_90,Furniture,Warehouse C,158,154,61,251,No,8,Supplier X,95.64,132.14
2024-06-05,P0085,Product_85,Furniture,Warehouse B,165,98,66,197,No,1,Supplier X,78.46,117.03
2024-04-29,P0053,Product_53,Electronics,Warehouse C,141,153,73,221,No,1,Supplier X,93.58,135.99
2024-06-12,P0082,Product_82,Grocery,Warehouse B,187,120,94,213,No,4,Supplier Y,72.17,91.2
2024-01-21,P0045,Product_45,Electronics,Warehouse C,471,114,142,443,No,7,Supplier Z,90.08,158.81
2024-06-12,P0032,Product_32,Grocery,Warehouse A,352,59,35,376,No,9,Supplier Z,27.47,33.69
2024-05-17,P0036,Product_36,Electronics,Warehouse A,106,145,141,110,No,5,Supplier Z,37.81,62.38
2024-04-10,P0081,Product_81,Furniture,Warehouse C,99,55,111,43,No,2,Supplier Y,76.53,95.12
2024-05-31,P0099,Product_99,Furniture,Warehouse A,120,30,130,20,No,12,Supplier Z,45.33,67.11
2024-06-25,P0060,Product_60,Grocery,Warehouse C,448,100,112,436,No,7,Supplier Y,84.55,110.36
2024-04-08,P0011,Product_11,Electronics,Warehouse A,451,58,109,400,No,11,Supplier Y,88.38,113.54
2024-02-05,P0063,Product_63,Grocery,Warehouse B,131,123,113,141,No,2,Supplier Y,33.47,42.69
2024-04-05,P0021,Product_21,Furniture,Warehouse C,421,129,66,484,No,9,Supplier Z,83.23,122.49
2024-05-31,P0052,Product_52,Electronics,Warehouse B,154,96,125,125,No,9,Supplier Y,19.66,29.67
2024-05-30,P0055,Product_55,Electronics,Warehouse B,137,166,85,218,No,3,Supplier Z,36.75,47.04
2024-02-06,P0026,Product_26,Grocery,Warehouse C,51,188,18,221,No,13,Supplier Z,54.21,96.91
2024-01-12,P0068,Product_68,Clothing,Warehouse B,409,106,68,447,No,8,Supplier X,26.51,35.91
2024-04-22,P0034,Product_34,Grocery,Warehouse C,133,190,9,314,No,11,Supplier X,60.03,88.56
2024-01-13,P0052,Product_52,Furniture,Warehouse B,92,17,140,0,Yes,4,Supplier Y,59.98,79.76
2024-01-23,P0082,Product_82,Furniture,Warehouse C,203,144,127,220,No,3,Supplier Y,24.66,36.9
2024-04-08,P0099,Product_99,Furniture,Warehouse C,376,166,98,444,No,1,Supplier Z,80.59,133.26
2024-04-14,P0093,Product_93,Furniture,Warehouse A,471,70,31,510,No,5,Supplier Y,65.01,98.34
2024-01-30,P0052,Product_52,Furniture,Warehouse C,143,105,111,137,No,13,Supplier Y,35.19,48.26
2024-01-17,P0029,Product_29,Clothing,Warehouse C,347,53,23,377,No,14,Supplier Z,27.06,36.5
2024-04-22,P0038,Product_38,Electronics,Warehouse B,182,93,34,241,No,11,Supplier Y,88.48,146.47
2024-03-02,P0042,Product_42,Grocery,Warehouse C,444,75,82,437,No,4,Supplier Y,84.4,107.27
2024-03-24,P0021,Product_21,Grocery,Warehouse A,114,34,69,79,No,1,Supplier Z,26.83,38.15
2024-04-21,P0042,Product_42,Furniture,Warehouse B,339,10,108,241,No,10,Supplier Z,8.38,10.82
2024-03-26,P0013,Product_13,Grocery,Warehouse B,425,60,98,387,No,8,Supplier X,81.43,110.32
2024-05-20,P0064,Product_64,Furniture,Warehouse A,306,43,32,317,No,8,Supplier Z,63.47,81.98
2024-01-19,P0017,Product_17,Clothing,Warehouse B,435,120,55,500,No,13,Supplier X,14.58,25.25
2024-06-25,P0009,Product_9,Clothing,Warehouse B,262,67,146,183,No,8,Supplier Y,60.8,99.66
2024-04-09,P0041,Product_41,Electronics,Warehouse B,197,24,11,210,No,3,Supplier Z,47.96,73.69
2024-05-19,P0001,Product_1,Clothing,Warehouse B,110,175,10,275,No,6,Supplier Z,78.58,104.88
2024-05-26,P0002,Product_2,Clothing,Warehouse A,198,159,69,288,No,12,Supplier Z,24.86,37.44
2024-03-16,P0060,Product_60,Electronics,Warehouse A,137,83,139,81,No,12,Supplier Y,48.05,72.68
2024-01-09,P0048,Product_48,Grocery,Warehouse B,373,113,40,446,No,7,Supplier X,19.84,30.84
2024-01-28,P0029,Product_29,Furniture,Warehouse B,432,131,105,458,No,9,Supplier Y,95.97,118.62
2024-05-07,P0097,Product_97,Furniture,Warehouse A,445,165,2,608,No,5,Supplier Y,78.98,140.88
2024-02-21,P0010,Product_10,Grocery,Warehouse A,327,190,2,515,No,9,Supplier Z,74.99,110.93
2024-03-23,P0058,Product_58,Electronics,Warehouse A,453,174,83,544,No,6,Supplier X,70.57,123.92
2024-04-20,P0060,Product_60,Grocery,Warehouse B,131,0,106,25,No,10,Supplier Y,45.22,54.53
2024-05-23,P0021,Product_21,Clothing,Warehouse B,178,130,133,175,No,10,Supplier Z,92.71,125.02
2024-04-26,P0028,Product_28,Electronics,Warehouse C,335,85,19,401,No,10,Supplier Y,11.93,15.06
2024-03-09,P0075,Product_75,Electronics,Warehouse A,431,61,138,354,No,4,Supplier Y,81.31,135.12
2024-04-08,P0034,Product_34,Electronics,Warehouse B,402,63,95,370,No,13,Supplier Z,25.45,35.43
2024-05-19,P0008,Product_8,Furniture,Warehouse A,329,144,123,350,No,1,Supplier Z,35.78,60.98
2024-01-25,P0059,Product_59,Grocery,Warehouse B,319,125,20,424,No,1,Supplier X,54.35,92.36
2024-06-28,P0086,Product_86,Electronics,Warehouse A,341,104,113,332,No,14,Supplier Y,79.35,127.01
2024-05-02,P0072,Product_72,Electronics,Warehouse B,252,61,12,301,No,10,Supplier Z,84.66,135.41
2024-02-22,P0049,Product_49,Electronics,Warehouse C,73,34,85,22,No,5,Supplier Z,60.45,97.93
2024-05-30,P0079,Product_79,Grocery,Warehouse C,493,12,34,471,No,13,Supplier X,43.29,69.45
2024-05-23,P0017,Product_17,Furniture,Warehouse A,400,162,46,516,No,14,Supplier X,94.92,135.94
2024-02-26,P0060,Product_60,Clothing,Warehouse B,360,42,148,254,No,3,Supplier Z,28.42,45.75
2024-02-08,P0087,Product_87,Furniture,Warehouse B,257,129,145,241,No,5,Supplier X,81.29,141.32
2024-04-18,P0088,Product_88,Electronics,Warehouse A,329,183,124,388,No,5,Supplier Z,63.14,88.37
2024-02-11,P0045,Product_45,Furniture,Warehouse B,254,110,109,255,No,1,Supplier Y,40.81,72.11
2024-06-15,P0083,Product_83,Furniture,Warehouse A,201,127,36,292,No,14,Supplier X,5.13,6.2
2024-05-21,P0069,Product_69,Clothing,Warehouse B,487,50,20,517,No,8,Supplier Y,47.43,66.85
2024-05-01,P0032,Product_32,Grocery,Warehouse A,75,181,13,243,No,5,Supplier Y,31.29,40.03
2024-05-12,P0044,Product_44,Grocery,Warehouse B,243,143,90,296,No,5,Supplier Y,14.91,19.02
2024-06-11,P0065,Product_65,Furniture,Warehouse A,385,145,59,471,No,9,Supplier Z,12.14,20.51
2024-03-15,P0087,Product_87,Furniture,Warehouse B,471,134,123,482,No,8,Supplier Y,38.02,66.57
2024-05-25,P0008,Product_8,Grocery,Warehouse C,287,44,22,309,No,13,Supplier Y,63.4,105.67
2024-03-16,P0077,Product_77,Grocery,Warehouse B,370,163,110,423,No,1,Supplier Y,84.56,151.02
2024-01-09,P0072,Product_72,Clothing,Warehouse A,124,168,123,169,No,3,Supplier Z,22.44,29.84
2024-03-14,P0087,Product_87,Electronics,Warehouse C,484,41,29,496,No,12,Supplier Y,45.34,58.24
2024-05-24,P0043,Product_43,Furniture,Warehouse B,212,134,114,232,No,7,Supplier Y,42.24,63.88
2024-01-07,P0001,Product_1,Grocery,Warehouse C,348,14,89,273,No,1,Supplier X,53.77,91.27
2024-06-22,P0051,Product_51,Furniture,Warehouse B,78,59,37,100,No,1,Supplier Z,81.91,100.25
2024-05-20,P0024,Product_24,Furniture,Warehouse C,214,39,82,171,No,5,Supplier Y,57.6,103.53
2024-06-16,P0099,Product_99,Grocery,Warehouse A,386,164,26,524,No,9,Supplier X,85.43,133.39
2024-06-18,P0024,Product_24,Clothing,Warehouse B,235,193,103,325,No,6,Supplier Z,54.26,96.98
2024-05-16,P0017,Product_17,Furniture,Warehouse B,103,111,115,99,No,10,Supplier Z,62.37,88.51
2024-06-26,P0005,Product_5,Clothing,Warehouse A,344,182,14,512,No,2,Supplier Z,46.55,68.65
2024-01-27,P0020,Product_20,Grocery,Warehouse C,91,76,2,165,No,11,Supplier Z,83.19,137.38
2024-05-01,P0021,Product_21,Electronics,Warehouse A,461,104,9,556,No,9,Supplier Z,92.76,155.43
2024-01-05,P0058,Product_58,Electronics,Warehouse A,334,106,119,321,No,6,Supplier Z,65.72,88.05
2024-01-29,P0031,Product_31,Furniture,Warehouse C,476,121,144,453,No,5,Supplier Y,82.97,145.85
2024-06-13,P0100,Product_100,Grocery,Warehouse A,436,79,127,388,No,5,Supplier Y,10.61,18.25
2024-06-14,P0011,Product_11,Clothing,Warehouse B,187,124,10,301,No,12,Supplier Y,91.08,110.29
2024-03-23,P0052,Product_52,Furniture,Warehouse B,236,183,132,287,No,3,Supplier Y,22.95,29.31
2024-05-15,P0015,Product_15,Grocery,Warehouse B,447,171,68,550,No,14,Supplier X,29.37,43.99
2024-04-18,P0083,Product_83,Grocery,Warehouse A,253,184,63,374,No,6,Supplier Y,10.07,14.87
2024-03-05,P0007,Product_7,Clothing,Warehouse B,480,133,13,600,No,13,Supplier Z,96.71,157.16
2024-03-26,P0028,Product_28,Furniture,Warehouse B,91,31,49,73,No,4,Supplier Y,85.94,107.75
2024-05-24,P0051,Product_51,Grocery,Warehouse B,399,107,71,435,No,13,Supplier Y,91.75,145.6
2024-03-11,P0058,Product_58,Grocery,Warehouse B,465,113,68,510,No,12,Supplier Z,85.49,134.2
2024-02-14,P0005,Product_5,Grocery,Warehouse B,337,145,134,348,No,10,Supplier Y,50.56,67.76
2024-05-11,P0005,Product_5,Clothing,Warehouse B,475,67,126,416,No,14,Supplier Y,92.79,141.55
2024-02-05,P0094,Product_94,Furniture,Warehouse A,465,126,15,576,No,2,Supplier Y,97.1,129.47
2024-03-10,P0096,Product_96,Furniture,Warehouse B,75,134,77,132,No,13,Supplier X,52.74,67.94
2024-06-07,P0008,Product_8,Furniture,Warehouse B,420,113,100,433,No,3,Supplier Y,21.68,33.47
2024-01-19,P0064,Product_64,Furniture,Warehouse C,434,7,55,386,No,9,Supplier Z,67.57,120.71
2024-04-17,P0010,Product_10,Electronics,Warehouse A,105,63,104,64,No,11,Supplier Z,97.67,131.09
2024-06-15,P0038,Product_38,Electronics,Warehouse A,302,134,131,305,No,11,Supplier Y,87.85,124.15
2024-03-31,P0096,Product_96,Furniture,Warehouse A,171,40,47,164,No,9,Supplier Y,86.87,117.62
2024-03-30,P0092,Product_92,Clothing,Warehouse A,155,39,16,178,No,6,Supplier Y,93.71,127.43
2024-01-19,P0081,Product_81,Electronics,Warehouse B,179,2,110,71,No,10,Supplier Z,89.93,129.73
2024-02-08,P0095,Product_95,Grocery,Warehouse B,386,144,69,461,No,10,Supplier Z,78.75,127.66
2024-05-05,P0008,Product_8,Electronics,Warehouse C,207,193,79,321,No,14,Supplier X,73.24,89.59
2024-06-21,P0025,Product_25,Grocery,Warehouse C,425,109,92,442,No,9,Supplier X,30.15,53.49
2024-05-20,P0073,Product_73,Furniture,Warehouse A,280,113,37,356,No,4,Supplier X,64.03,78.61
2024-05-05,P0066,Product_66,Electronics,Warehouse C,357,111,100,368,No,11,Supplier Z,54.54,94.29
2024-02-27,P0079,Product_79,Clothing,Warehouse C,140,179,61,258,No,5,Supplier X,86.88,150.88
2024-05-27,P0050,Product_50,Electronics,Warehouse A,442,149,120,471,No,10,Supplier Y,51.71,78.32
2024-03-01,P0067,Product_67,Electronics,Warehouse A,71,3,47,27,No,6,Supplier Y,17.14,21.98
2024-05-06,P0049,Product_49,Electronics,Warehouse C,339,133,9,463,No,13,Supplier Z,5.47,8.42
2024-04-14,P0036,Product_36,Furniture,Warehouse B,159,165,35,289,No,9,Supplier X,69.4,109.46
2024-06-15,P0068,Product_68,Clothing,Warehouse C,98,25,3,120,No,13,Supplier Y,57.24,98.15
2024-01-01,P0078,Product_78,Electronics,Warehouse C,178,138,43,273,No,5,Supplier Z,36.44,55.77
2024-05-10,P0041,Product_41,Clothing,Warehouse B,122,16,55,83,No,8,Supplier X,21.05,30.45
2024-04-01,P0089,Product_89,Furniture,Warehouse B,389,91,41,439,No,11,Supplier Y,49.34,84.02
2024-04-22,P0062,Product_62,Grocery,Warehouse A,102,30,113,19,No,1,Supplier X,14.53,25.99
2024-06-01,P0010,Product_10,Electronics,Warehouse A,405,162,140,427,No,5,Supplier Z,36.93,58.61
2024-02-25,P0021,Product_21,Clothing,Warehouse C,429,143,20,552,No,10,Supplier X,41.03,70.76
2024-06-09,P0036,Product_36,Clothing,Warehouse B,217,106,78,245,No,1,Supplier Z,49.23,76.76
2024-06-14,P0012,Product_12,Furniture,Warehouse A,94,145,68,171,No,10,Supplier X,49.33,79.61
2024-04-26,P0091,Product_91,Electronics,Warehouse C,442,110,69,483,No,14,Supplier Y,29.42,47.45
2024-05-13,P0002,Product_2,Grocery,Warehouse B,154,100,66,188,No,6,Supplier Z,85.77,139.19
2024-02-27,P0013,Product_13,Clothing,Warehouse C,199,111,47,263,No,7,Supplier Z,38.78,54.01
2024-02-13,P0053,Product_53,Electronics,Warehouse A,195,61,35,221,No,12,Supplier Z,26.81,41.43
2024-06-21,P0032,Product_32,Grocery,Warehouse A,253,111,148,216,No,14,Supplier X,21.7,33.78
2024-06-08,P0095,Product_95,Clothing,Warehouse B,411,154,26,539,No,5,Supplier X,35.64,49.51
2024-06-21,P0016,Product_16,Clothing,Warehouse C,348,162,71,439,No,1,Supplier Y,11.42,16.1
2024-03-01,P0032,Product_32,Grocery,Warehouse B,216,115,100,231,No,6,Supplier Z,8.13,13.47
2024-02-16,P0032,Product_32,Grocery,Warehouse A,250,172,95,327,No,10,Supplier Z,62.49,96.84
2024-05-28,P0098,Product_98,Furniture,Warehouse A,183,34,127,90,No,5,Supplier X,63.82,82.3
2024-03-20,P0011,Product_11,Electronics,Warehouse C,260,27,25,262,No,6,Supplier X,55.31,94.17
2024-04-27,P0010,Product_10,Electronics,Warehouse C,97,102,65,134,No,11,Supplier Y,77.42,133.93
2024-06-12,P0015,Product_15,Furniture,Warehouse C,175,124,139,160,No,10,Supplier Y,8.72,12.9
2024-05-26,P0017,Product_17,Clothing,Warehouse B,288,101,21,368,No,7,Supplier X,93.92,124.48
2024-01-20,P0040,Product_40,Grocery,Warehouse C,56,136,16,176,No,7,Supplier Z,14.03,24.81
2024-05-25,P0018,Product_18,Grocery,Warehouse C,321,142,6,457,No,2,Supplier Y,69.03,119.38
2024-02-16,P0055,Product_55,Grocery,Warehouse A,434,20,106,348,No,12,Supplier X,17.67,23.79
2024-02-18,P0073,Product_73,Clothing,Warehouse A,420,51,67,404,No,3,Supplier X,88.59,111.39
2024-01-14,P0025,Product_25,Grocery,Warehouse C,86,162,127,121,No,12,Supplier Z,53.52,78.37
2024-05-22,P0059,Product_59,Grocery,Warehouse C,260,96,36,320,No,6,Supplier X,12.82,20.59
2024-06-07,P0078,Product_78,Furniture,Warehouse A,214,50,37,227,No,3,Supplier X,63.59,83.0
2024-01-01,P0089,Product_89,Clothing,Warehouse C,174,82,95,161,No,2,Supplier Y,5.87,8.85
2024-04-26,P0022,Product_22,Electronics,Warehouse B,386,54,138,302,No,4,Supplier X,78.72,114.56
2024-02-23,P0030,Product_30,Furniture,Warehouse B,241,76,0,317,No,5,Supplier X,66.81,115.87
2024-04-27,P0084,Product_84,Furniture,Warehouse B,267,126,41,352,No,11,Supplier Y,25.2,36.74
2024-01-03,P0085,Product_85,Electronics,Warehouse C,263,171,62,372,No,10,Supplier Z,40.6,61.72
2024-05-23,P0044,Product_44,Furniture,Warehouse A,111,192,80,223,No,9,Supplier Z,5.74,10.18
2024-01-12,P0032,Product_32,Clothing,Warehouse C,377,92,7,462,No,3,Supplier Y,70.9,97.83
2024-03-14,P0051,Product_51,Grocery,Warehouse C,494,87,26,555,No,3,Supplier Y,35.65,48.96
2024-01-16,P0046,Product_46,Clothing,Warehouse A,430,79,51,458,No,6,Supplier Z,59.3,99.61
2024-04-11,P0021,Product_21,Electronics,Warehouse A,210,152,145,217,No,5,Supplier Z,95.89,131.04
2024-05-31,P0099,Product_99,Electronics,Warehouse A,115,91,90,116,No,6,Supplier Z,33.45,56.84
2024-06-04,P0032,Product_32,Furniture,Warehouse B,335,46,85,296,No,7,Supplier Z,99.07,124.56
2024-04-26,P0094,Product_94,Clothing,Warehouse C,288,183,15,456,No,11,Supplier Z,65.11,82.48
2024-01-08,P0039,Product_39,Clothing,Warehouse A,69,37,65,41,No,3,Supplier Y,28.0,48.74
2024-05-01,P0012,Product_12,Electronics,Warehouse C,237,138,4,371,No,13,Supplier X,46.49,70.87
2024-04-01,P0047,Product_47,Clothing,Warehouse B,131,194,81,244,No,5,Supplier Z,75.34,122.9
2024-06-12,P0018,Product_18,Electronics,Warehouse B,412,14,130,296,No,8,Supplier Z,47.42,63.31
2024-03-30,P0021,Product_21,Clothing,Warehouse A,251,0,117,134,No,4,Supplier X,11.51,14.96
2024-05-15,P0013,Product_13,Clothing,Warehouse A,457,134,80,511,No,10,Supplier X,21.02,35.75
2024-02-29,P0021,Product_21,Clothing,Warehouse C,181,0,69,112,No,2,Supplier X,80.17,113.45
2024-06-26,P0008,Product_8,Electronics,Warehouse A,86,48,114,20,No,4,Supplier X,66.6,98.1
2024-01-28,P0046,Product_46,Furniture,Warehouse C,181,95,6,270,No,2,Supplier X,59.13,71.95
2024-04-10,P0007,Product_7,Clothing,Warehouse A,126,156,49,233,No,3,Supplier X,20.92,29.95
2024-02-10,P0023,Product_23,Electronics,Warehouse C,138,25,141,22,No,4,Supplier Y,84.59,140.61
2024-06-03,P0096,Product_96,Electronics,Warehouse C,451,86,110,427,No,4,Supplier X,96.27,162.96
2024-05-24,P0075,Product_75,Clothing,Warehouse C,302,172,46,428,No,10,Supplier X,8.88,14.38
2024-06-09,P0086,Product_86,Clothing,Warehouse C,393,92,111,374,No,9,Supplier Y,12.41,20.05
2024-06-05,P0022,Product_22,Furniture,Warehouse B,243,101,42,302,No,10,Supplier X,89.05,133.91
2024-05-20,P0089,Product_89,Electronics,Warehouse C,225,70,90,205,No,6,Supplier Z,82.48,125.62
2024-02-15,P0022,Product_22,Electronics,Warehouse A,82,139,28,193,No,9,Supplier Z,63.7,104.82
2024-02-04,P0092,Product_92,Grocery,Warehouse B,107,94,127,74,No,4,Supplier X,94.77,127.79
2024-05-13,P0029,Product_29,Electronics,Warehouse B,250,159,132,277,No,9,Supplier Y,66.41,88.92
2024-03-22,P0013,Product_13,Furniture,Warehouse C,77,117,95,99,No,11,Supplier Z,25.52,45.17
2024-04-24,P0082,Product_82,Grocery,Warehouse B,84,147,116,115,No,13,Supplier Y,74.22,90.3
2024-02-16,P0002,Product_2,Grocery,Warehouse C,174,118,69,223,No,9,Supplier Z,66.34,85.16
2024-06-01,P0029,Product_29,Grocery,Warehouse A,443,50,129,364,No,6,Supplier X,98.65,152.14
2024-01-10,P0085,Product_85,Clothing,Warehouse C,370,80,69,381,No,5,Supplier Y,25.32,41.59
2024-02-25,P0079,Product_79,Clothing,Warehouse B,91,35,109,17,No,3,Supplier Y,61.8,94.11
2024-01-30,P0052,Product_52,Electronics,Warehouse A,134,66,131,69,No,14,Supplier Y,79.12,111.8
2024-04-18,P0027,Product_27,Grocery,Warehouse C,442,128,55,515,No,5,Supplier Z,37.2,66.47
2024-01-05,P0050,Product_50,Furniture,Warehouse A,237,113,88,262,No,3,Supplier Z,41.07,66.63
2024-04-28,P0095,Product_95,Clothing,Warehouse A,160,154,136,178,No,5,Supplier Z,89.35,151.79
2024-02-02,P0079,Product_79,Furniture,Warehouse B,320,110,130,300,No,5,Supplier X,43.4,53.13
2024-04-27,P0023,Product_23,Furniture,Warehouse A,490,167,99,558,No,2,Supplier Z,64.35,86.33
2024-03-05,P0088,Product_88,Clothing,Warehouse B,374,141,128,387,No,14,Supplier X,89.48,127.46
2024-05-25,P0044,Product_44,Clothing,Warehouse A,154,99,56,197,No,14,Supplier Y,24.93,32.65
2024-06-25,P0077,Product_77,Clothing,Warehouse C,455,196,143,508,No,9,Supplier Y,98.28,122.23
2024-01-11,P0022,Product_22,Clothing,Warehouse A,369,108,50,427,No,7,Supplier X,71.69,95.71
2024-03-25,P0043,Product_43,Grocery,Warehouse C,90,119,111,98,No,14,Supplier Z,52.13,79.25
2024-01-26,P0037,Product_37,Grocery,Warehouse C,264,78,103,239,No,6,Supplier X,45.94,74.31
2024-03-03,P0061,Product_61,Grocery,Warehouse A,120,133,126,127,No,5,Supplier Y,95.66,159.22
2024-03-26,P0097,Product_97,Grocery,Warehouse C,105,160,54,211,No,4,Supplier Y,24.54,30.08
2024-02-28,P0056,Product_56,Electronics,Warehouse A,456,182,0,638,No,8,Supplier X,34.61,50.42
2024-01-27,P0003,Product_3,Grocery,Warehouse A,285,18,89,214,No,2,Supplier Z,34.24,43.6
2024-06-25,P0063,Product_63,Clothing,Warehouse C,330,126,52,404,No,8,Supplier Z,32.46,47.35
2024-06-09,P0019,Product_19,Furniture,Warehouse C,154,28,72,110,No,1,Supplier X,49.51,72.3
2024-04-07,P0023,Product_23,Grocery,Warehouse B,439,188,107,520,No,10,Supplier X,98.97,148.35
2024-04-14,P0029,Product_29,Electronics,Warehouse C,424,197,149,472,No,1,Supplier Z,89.43,155.22
2024-04-08,P0030,Product_30,Clothing,Warehouse B,211,23,7,227,No,3,Supplier Y,36.16,60.86
2024-05-08,P0039,Product_39,Furniture,Warehouse C,240,150,41,349,No,5,Supplier X,45.17,71.46
2024-05-28,P0025,Product_25,Furniture,Warehouse A,58,9,24,43,No,14,Supplier Z,68.6,118.76
2024-02-24,P0008,Product_8,Grocery,Warehouse C,109,181,37,253,No,6,Supplier Z,6.63,10.65
2024-01-06,P0058,Product_58,Furniture,Warehouse A,430,104,84,450,No,4,Supplier Y,82.91,140.23
2024-04-04,P0016,Product_16,Grocery,Warehouse A,354,168,23,499,No,7,Supplier Y,88.58,136.26
2024-05-12,P0072,Product_72,Grocery,Warehouse A,274,176,59,391,No,7,Supplier Y,86.43,130.95
2024-04-11,P0001,Product_1,Clothing,Warehouse B,356,144,110,390,No,2,Supplier Y,40.63,66.41
2024-01-03,P0005,Product_5,Clothing,Warehouse C,237,183,65,355,No,2,Supplier Y,48.89,59.25
2024-01-23,P0003,Product_3,Electronics,Warehouse A,119,172,141,150,No,2,Supplier X,6.18,9.98
2024-02-22,P0065,Product_65,Clothing,Warehouse A,342,157,52,447,No,14,Supplier Z,42.94,75.6
2024-06-13,P0004,Product_4,Clothing,Warehouse B,336,171,105,402,No,2,Supplier X,48.74,79.37
2024-03-23,P0099,Product_99,Grocery,Warehouse C,218,54,95,177,No,13,Supplier X,91.16,111.4
2024-05-24,P0096,Product_96,Clothing,Warehouse C,111,146,38,219,No,9,Supplier X,89.93,128.31
2024-03-25,P0064,Product_64,Grocery,Warehouse B,398,156,41,513,No,14,Supplier X,96.78,163.15
2024-03-18,P0098,Product_98,Grocery,Warehouse B,491,1,110,382,No,5,Supplier X,89.08,158.13
2024-04-19,P0089,Product_89,Clothing,Warehouse C,63,163,103,123,No,11,Supplier Y,5.78,8.22
2024-01-01,P0010,Product_10,Electronics,Warehouse B,213,146,76,283,No,8,Supplier Y,65.94,112.41
2024-02-20,P0021,Product_21,Electronics,Warehouse C,469,134,7,596,No,5,Supplier Z,11.48,19.73
2024-06-21,P0046,Product_46,Furniture,Warehouse C,294,153,25,422,No,13,Supplier X,30.9,39.37
2024-01-04,P0091,Product_91,Furniture,Warehouse A,384,110,139,355,No,11,Supplier Z,59.94,102.35
2024-04-22,P0027,Product_27,Clothing,Warehouse A,57,37,42,52,No,5,Supplier Y,71.56,99.79
2024-02-01,P0066,Product_66,Electronics,Warehouse C,203,130,109,224,No,1,Supplier Y,67.19,104.54
2024-02-03,P0041,Product_41,Grocery,Warehouse C,85,101,99,87,No,6,Supplier Y,9.66,14.72
2024-04-01,P0013,Product_13,Furniture,Warehouse C,97,193,62,228,No,4,Supplier X,14.84,23.71
2024-04-04,P0009,Product_9,Grocery,Warehouse C,134,94,48,180,No,3,Supplier X,17.22,28.31
2024-03-12,P0036,Product_36,Furniture,Warehouse C,77,91,114,54,No,6,Supplier Y,13.68,20.03
